user_id,treated,factual_outcome,cf_y0_lower,cf_y0_upper,cf_y1_lower,cf_y1_upper,ite_lower,ite_upper
1012,1,63.0,,,,,,
1024,1,56.0,,,,,,
1030,1,60.0,49.61615153618236,55.39568954817234,,,4.604310451827658,10.383848463817642
1034,1,49.0,112.05891318650093,117.83845119849092,,,-68.83845119849092,-63.05891318650093
1043,1,77.0,,,,,,
1071,1,72.0,74.06282310940861,79.8423611213986,,,-7.842361121398596,-2.062823109408612
1090,1,85.0,89.35657214484613,95.13611015683611,,,-10.13611015683611,-4.356572144846126
1093,1,81.0,,,,,,
1103,1,85.0,,,,,,
1106,1,92.0,,,,,,
1107,1,82.0,62.10616878430923,67.88570679629922,,,14.114293203700782,19.893831215690767
1109,1,80.0,,,,,,
1110,1,89.0,100.70808906733384,106.48762707932383,,,-17.48762707932383,-11.708089067333844
1114,1,100.0,,,,,,
1116,1,98.0,,,,,,
1121,1,105.0,66.40374508944562,72.1832831014356,,,32.816716898564394,38.59625491055438
1122,1,87.0,,,,,,
1123,1,56.0,,,,,,
1127,1,78.0,92.81312057419031,98.59265858618029,,,-20.592658586180292,-14.813120574190307
113,1,68.0,,,,,,
1130,1,69.0,,,,,,
1134,1,50.0,,,,,,
1136,1,44.0,,,,,,
1137,1,85.0,60.68577466831162,66.46531268030161,,,18.534687319698392,24.314225331688377
1144,1,101.0,76.96186666716835,82.74140467915834,,,18.258595320841664,24.03813333283165
1145,1,170.0,150.17711481885075,155.95665283084074,,,14.043347169159262,19.822885181149246
1147,1,122.0,,,,,,
1160,1,120.0,99.42413266131445,105.20367067330443,,,14.79632932669557,20.575867338685555
1166,1,118.0,,,,,,
1177,1,195.0,60.71233518665907,66.49187319864905,,,128.50812680135095,134.28766481334094
1188,1,63.0,68.17445710483398,73.95399511682396,,,-10.953995116823961,-5.1744571048339765
1189,1,170.0,93.77712945782847,99.55666746981845,,,70.44333253018155,76.22287054217153
1191,1,158.0,62.06507036460124,67.84460837659122,,,90.15539162340878,95.93492963539876
1196,1,88.0,,,,,,
1199,1,50.0,,,,,,
1200,1,71.0,,,,,,
1205,1,105.0,,,,,,
1209,1,103.0,,,,,,
1213,1,65.0,,,,,,
1218,1,99.0,122.58029635364828,128.35983436563828,,,-29.359834365638278,-23.58029635364828
1225,1,104.0,,,,,,
1227,1,118.0,117.07983995282763,122.85937796481761,,,-4.859377964817611,0.9201600471723737
1236,1,60.0,,,,,,
1243,1,67.0,76.05821037263216,81.83774838462215,,,-14.837748384622145,-9.05821037263216
1250,1,63.0,84.86366238413498,90.64320039612497,,,-27.643200396124968,-21.863662384134983
1272,1,81.0,133.5978906734253,139.37742868541528,,,-58.37742868541528,-52.5978906734253
1276,1,60.0,,,,,,
1277,1,84.0,65.37042840116025,71.14996641315024,,,12.850033586849761,18.629571598839746
1287,1,136.0,65.40519812548833,71.18473613747831,,,64.81526386252169,70.59480187451167
1289,1,116.0,101.2777229245956,107.05726093658558,,,8.942739063414422,14.722277075404406
129,1,80.0,,,,,,
1298,1,152.0,73.33169305179689,79.11123106378687,,,72.88876893621313,78.66830694820311
130,1,43.0,,,,,,
1304,1,121.0,,,,,,
1307,1,98.0,66.21015834220492,71.9896963541949,,,26.010303645805095,31.78984165779508
1308,1,49.0,85.10713974117151,90.88667775316149,,,-41.88667775316149,-36.10713974117151
1312,1,137.0,104.39953857935363,110.17907659134362,,,26.820923408656384,32.60046142064637
1313,1,93.0,,,,,,
1323,1,83.0,65.51646709550737,71.29600510749735,,,11.70399489250265,17.483532904492634
1325,1,71.0,71.14059629167951,76.9201343036695,,,-5.920134303669499,-0.1405962916795147
133,1,40.0,93.73027564235754,99.50981365434752,,,-59.509813654347525,-53.73027564235754
1330,1,58.0,,,,,,
1342,1,115.0,,,,,,
1343,1,49.0,63.306877525715706,69.08641553770569,,,-20.08641553770569,-14.306877525715706
1347,1,180.0,,,,,,
1351,1,52.0,76.24059575466885,82.02013376665883,,,-30.02013376665883,-24.240595754668846
1353,1,97.0,76.10506805469235,81.88460606668234,,,15.115393933317662,20.894931945307647
1354,1,83.0,98.1812702037445,103.96080821573449,,,-20.960808215734488,-15.181270203744504
1364,1,155.0,,,,,,
1366,1,96.0,74.61354225933638,80.39308027132637,,,15.606919728673631,21.386457740663616
1370,1,101.0,76.36631079265544,82.14584880464542,,,18.854151195354575,24.63368920734456
1374,1,58.0,,,,,,
1376,1,75.0,120.14438790055657,125.92392591254655,,,-50.92392591254655,-45.144387900556566
1377,1,102.0,64.7933260465254,70.57286405851538,,,31.42713594148462,37.206673953474606
138,1,95.0,,,,,,
1383,1,73.0,,,,,,
1384,1,84.0,114.02140009457283,119.80093810656281,,,-35.80093810656281,-30.021400094572826
1389,1,78.0,,,,,,
139,1,20.0,82.41669437235842,88.1962323843484,,,-68.1962323843484,-62.41669437235842
1395,1,104.0,,,,,,
1396,1,82.0,,,,,,
1397,1,113.0,59.42630228306156,65.20584029505154,,,47.794159704948456,53.57369771693844
1405,1,76.0,,,,,,
1410,1,67.0,55.71298445012254,61.492522462112525,,,5.507477537887475,11.28701554987746
1417,1,63.0,,,,,,
1418,1,83.0,68.13327990494278,73.91281791693277,,,9.087182083067233,14.866720095057218
1424,1,74.0,72.26943997265846,78.04897798464845,,,-4.048977984648445,1.7305600273415394
1431,1,111.0,,,,,,
1434,1,73.0,83.8822111527191,89.66174916470908,,,-16.66174916470908,-10.882211152719094
1435,1,103.0,,,,,,
1439,1,146.0,,,,,,
144,1,52.0,,,,,,
1450,1,125.0,87.90382323099685,93.68336124298683,,,31.316638757013166,37.09617676900315
1467,1,194.0,,,,,,
1476,1,86.0,,,,,,
1481,1,48.0,,,,,,
1482,1,91.0,56.65198575322725,62.431523765217236,,,28.568476234782764,34.34801424677275
1495,1,139.0,,,,,,
1498,1,65.0,,,,,,
150,1,74.0,65.62151433652518,71.40105234851517,,,2.598947651484835,8.37848566347482
1513,1,108.0,130.45321213866558,136.23275015065556,,,-28.232750150655562,-22.453212138665577
1520,1,67.0,102.6974204444489,108.47695845643888,,,-41.47695845643888,-35.697420444448895
1521,1,106.0,,,,,,
1532,1,87.0,,,,,,
1536,1,41.0,,,,,,
1540,1,79.0,,,,,,
1541,1,107.0,52.05371577857728,57.83325379056726,,,49.16674620943274,54.94628422142272
155,1,78.0,85.05361488442722,90.8331528964172,,,-12.833152896417204,-7.053614884427219
1559,1,81.0,,,,,,
1579,1,86.0,70.3675037902525,76.14704180224248,,,9.852958197757516,15.6324962097475
1588,1,72.0,,,,,,
160,1,58.0,75.92847265543995,81.70801066742993,,,-23.70801066742993,-17.928472655439947
1601,1,131.0,,,,,,
1605,1,96.0,69.65338642034231,75.4329244323323,,,20.5670755676677,26.346613579657685
1608,1,69.0,,,,,,
1613,1,53.0,45.121845978066226,50.90138399005621,,,2.0986160099437896,7.878154021933774
1615,1,57.0,,,,,,
1619,1,65.0,,,,,,
1625,1,56.0,,,,,,
1628,1,66.0,,,,,,
1652,1,122.0,79.43006084635596,85.20959885834594,,,36.79040114165406,42.56993915364404
1659,1,47.0,,,,,,
167,1,169.0,,,,,,
1679,1,66.0,83.2247365416001,89.00427455359008,,,-23.00427455359008,-17.224736541600095
168,1,105.0,67.42555772883348,73.20509574082347,,,31.794904259176533,37.57444227116652
1695,1,101.0,,,,,,
1705,1,75.0,125.76265470056438,131.54219271255437,,,-56.54219271255437,-50.76265470056438
1710,1,124.0,,,,,,
1736,1,65.0,74.14743587345615,79.92697388544613,,,-14.926973885446131,-9.147435873456146
1743,1,87.0,73.16907660937348,78.94861462136346,,,8.051385378636539,13.830923390626523
1748,1,67.0,,,,,,
1770,1,126.0,82.43023571493167,88.20977372692165,,,37.790226273078346,43.56976428506833
1780,1,90.0,,,,,,
1804,1,67.0,,,,,,
182,1,60.0,,,,,,
1829,1,76.0,96.27052541731058,102.05006342930056,,,-26.050063429300565,-20.27052541731058
1832,1,118.0,83.84425815921904,89.62379617120902,,,28.376203828790977,34.15574184078096
1843,1,101.0,,,,,,
1852,1,90.0,111.02115237372746,116.80069038571744,,,-26.800690385717445,-21.02115237372746
1870,1,71.0,83.74560553774468,89.52514354973466,,,-18.525143549734665,-12.74560553774468
1871,1,89.0,51.86350740465332,57.643045416643304,,,31.356954583356696,37.13649259534668
1880,1,146.0,79.35243311251261,85.1319711245026,,,60.8680288754974,66.64756688748739
1884,1,89.0,,,,,,
1892,1,41.0,,,,,,
1896,1,66.0,,,,,,
1897,1,93.0,,,,,,
1904,1,148.0,,,,,,
1932,1,65.0,68.44182407289972,74.2213620848897,,,-9.221362084889705,-3.4418240728997205
194,1,95.0,,,,,,
1952,1,74.0,,,,,,
1959,1,70.0,,,,,,
1960,1,103.0,,,,,,
1963,1,89.0,,,,,,
1964,1,91.0,,,,,,
1967,1,75.0,,,,,,
1974,1,147.0,50.130589499871505,55.91012751186149,,,91.08987248813851,96.8694105001285
1979,1,85.0,71.2416719403852,77.02120995237519,,,7.978790047624813,13.758328059614797
1980,1,35.0,,,,,,
1988,1,76.0,84.67372008977455,90.45325810176453,,,-14.453258101764533,-8.673720089774548
199,1,107.0,,,,,,
1991,1,60.0,,,,,,
200,1,46.0,,,,,,
2003,1,65.0,108.6398684724482,114.41940648443818,,,-49.419406484438184,-43.6398684724482
2009,1,82.0,101.72788279954952,107.5074208115395,,,-25.507420811539504,-19.72788279954952
2011,1,46.0,109.74997961938739,115.52951763137737,,,-69.52951763137737,-63.74997961938739
2012,1,72.0,,,,,,
2014,1,102.0,,,,,,
2017,1,118.0,65.21859335265654,70.99813136464653,,,47.001868635353475,52.78140664734346
2018,1,42.0,73.24621200523671,79.0257500172267,,,-37.0257500172267,-31.246212005236714
2027,1,97.0,,,,,,
2030,1,106.0,100.69752484071432,106.47706285270431,,,-0.47706285270430726,5.302475159285677
2034,1,53.0,137.03314623271874,142.81268424470872,,,-89.81268424470872,-84.03314623271874
2042,1,59.0,,,,,,
2053,1,65.0,55.733900231342744,61.51343824333273,,,3.486561756667271,9.266099768657256
2057,1,159.0,89.28147230334802,95.06101031533801,,,63.93898968466199,69.71852769665198
2059,1,93.0,88.21262133841762,93.9921593504076,,,-0.9921593504076043,4.78737866158238
2061,1,84.0,,,,,,
2067,1,82.0,,,,,,
2075,1,65.0,48.12009017342497,53.899628185414954,,,11.100371814585046,16.87990982657503
2090,1,79.0,69.00309516965996,74.78263318164994,,,4.217366818350058,9.996904830340043
2096,1,49.0,,,,,,
2097,1,105.0,82.53725585388406,88.31679386587405,,,16.683206134125953,22.462744146115938
2101,1,69.0,100.41243604722808,106.19197405921807,,,-37.19197405921807,-31.412436047228084
2103,1,70.0,,,,,,
2107,1,138.0,86.95129018104052,92.7308281930305,,,45.269171806969496,51.04870981895948
2108,1,73.0,101.49007574397689,107.26961375596687,,,-34.26961375596687,-28.490075743976888
2112,1,76.0,,,,,,
2114,1,86.0,,,,,,
2122,1,125.0,70.65672729913149,76.43626531112147,,,48.563734688878526,54.34327270086851
2131,1,79.0,,,,,,
2142,1,82.0,,,,,,
2145,1,87.0,,,,,,
2150,1,42.0,63.3462539590104,69.12579197100038,,,-27.125791971000382,-21.346253959010397
2151,1,96.0,95.62464475199016,101.40418276398015,,,-5.404182763980145,0.3753552480098392
2161,1,59.0,86.64124072129903,92.42077873328901,,,-33.42077873328901,-27.641240721299027
2163,1,104.0,52.8505827371889,58.630120749178886,,,45.369879250821114,51.1494172628111
2169,1,78.0,106.72649629354738,112.50603430553737,,,-34.50603430553737,-28.726496293547385
217,1,54.0,,,,,,
2170,1,86.0,61.681733101936445,67.46127111392643,,,18.53872888607357,24.318266898063555
2171,1,93.0,76.01580298540158,81.79534099739156,,,11.204659002608437,16.984197014598422
2177,1,40.0,,,,,,
2178,1,83.0,,,,,,
2182,1,80.0,,,,,,
2184,1,48.0,122.75507369668676,128.53461170867675,,,-80.53461170867675,-74.75507369668676
2185,1,35.0,,,,,,
2187,1,66.0,,,,,,
2190,1,110.0,,,,,,
2191,1,62.0,,,,,,
2197,1,50.0,96.74304486598093,102.52258287797092,,,-52.52258287797092,-46.743044865980934
22,1,60.0,55.98801428474804,61.767552296738025,,,-1.7675522967380246,4.01198571525196
2202,1,85.0,69.35053352016145,75.13007153215143,,,9.869928467848567,15.649466479838551
2203,1,80.0,108.5568284735638,114.33636648555378,,,-34.33636648555378,-28.556828473563797
2209,1,60.0,,,,,,
221,1,104.0,98.29823001699563,104.07776802898562,,,-0.07776802898561641,5.701769983004368
2210,1,27.0,70.30721788190189,76.08675589389188,,,-49.086755893891876,-43.30721788190189
2211,1,49.0,78.14808224928552,83.92762026127551,,,-34.92762026127551,-29.148082249285522
2212,1,75.0,,,,,,
2215,1,74.0,,,,,,
2219,1,198.0,105.17313498305228,110.95267299504226,,,87.04732700495774,92.82686501694772
2226,1,134.0,,,,,,
2227,1,78.0,130.67580001718989,136.45533802917987,,,-58.45533802917987,-52.675800017189886
223,1,37.0,71.6384776844099,77.41801569639989,,,-40.41801569639989,-34.63847768440991
2230,1,70.0,77.61584009815795,83.39537811014793,,,-13.39537811014793,-7.615840098157946
2237,1,127.0,,,,,,
2247,1,97.0,67.70865636165885,73.48819437364884,,,23.511805626351162,29.291343638341147
2248,1,69.0,,,,,,
225,1,54.0,,,,,,
2251,1,95.0,91.86924363319439,97.64878164518437,,,-2.6487816451843713,3.1307563668056133
2254,1,75.0,,,,,,
2257,1,71.0,,,,,,
2258,1,86.0,,,,,,
2264,1,84.0,81.22334273361056,87.00288074560055,,,-3.0028807456005495,2.776657266389435
2268,1,85.0,,,,,,
2275,1,73.0,91.37024897088483,97.14978698287482,,,-24.149786982874815,-18.37024897088483
2277,1,58.0,,,,,,
2295,1,86.0,,,,,,
2306,1,92.0,83.89535139352076,89.67488940551074,,,2.32511059448926,8.104648606479245
2315,1,57.0,111.56882793001574,117.34836594200573,,,-60.34836594200573,-54.56882793001574
2321,1,74.0,,,,,,
2327,1,114.0,89.80245424879857,95.58199226078855,,,18.418007739211447,24.19754575120143
2331,1,75.0,53.5231646709318,59.30270268292178,,,15.697297317078217,21.4768353290682
2352,1,56.0,,,,,,
2369,1,96.0,59.64648635058603,65.42602436257602,,,30.573975637423985,36.35351364941397
2384,1,42.0,86.18529864711677,91.96483665910675,,,-49.96483665910675,-44.18529864711677
2385,1,111.0,148.24644788961507,154.02598590160505,,,-43.025985901605054,-37.24644788961507
2391,1,74.0,,,,,,
2396,1,47.0,,,,,,
240,1,40.0,58.48866372997263,64.26820174196261,,,-24.268201741962613,-18.48866372997263
2402,1,85.0,,,,,,
2405,1,50.0,,,,,,
2408,1,127.0,,,,,,
2412,1,73.0,112.18320116058868,117.96273917257867,,,-44.962739172578665,-39.18320116058868
2419,1,90.0,,,,,,
2423,1,72.0,,,,,,
2428,1,124.0,83.51491862952932,89.2944566415193,,,34.705543358480696,40.48508137047068
2433,1,109.0,,,,,,
2437,1,112.0,70.53228672005564,76.31182473204562,,,35.68817526795438,41.46771327994436
2438,1,62.0,,,,,,
2440,1,36.0,,,,,,
2442,1,82.0,68.01530608007835,73.79484409206833,,,8.205155907931669,13.984693919921654
2444,1,74.0,64.32031616108279,70.09985417307277,,,3.900145826927229,9.679683838917214
2446,1,49.0,96.78869794887692,102.5682359608669,,,-53.5682359608669,-47.788697948876916
2451,1,55.0,,,,,,
2457,1,58.0,,,,,,
2458,1,119.0,,,,,,
246,1,80.0,90.14110847816525,95.92064649015524,,,-15.920646490155235,-10.14110847816525
2460,1,91.0,55.538511803202795,61.31804981519278,,,29.68195018480722,35.461488196797205
2462,1,101.0,,,,,,
2470,1,66.0,,,,,,
2471,1,58.0,,,,,,
2473,1,102.0,73.74872745048391,79.5282654624739,,,22.471734537526103,28.251272549516088
2483,1,78.0,86.26880030628878,92.04833831827877,,,-14.048338318278766,-8.268800306288782
2485,1,109.0,82.34863692518162,88.12817493717161,,,20.871825062828393,26.651363074818377
2488,1,118.0,98.46034310078889,104.23988111277887,,,13.760118887221125,19.53965689921111
2494,1,100.0,146.97901912948709,152.75855714147707,,,-52.75855714147707,-46.979019129487085
2496,1,59.0,71.93322587895912,77.7127638909491,,,-18.712763890949105,-12.93322587895912
2503,1,102.0,,,,,,
2508,1,96.0,73.77965163842586,79.55918965041585,,,16.440810349584154,22.22034836157414
251,1,52.0,,,,,,
2513,1,128.0,,,,,,
2515,1,36.0,110.34234041323597,116.12187842522596,,,-80.12187842522596,-74.34234041323597
2517,1,53.0,,,,,,
2518,1,159.0,135.85373120088187,141.63326921287185,,,17.366730787128148,23.146268799118133
2520,1,64.0,,,,,,
2527,1,88.0,,,,,,
2533,1,46.0,64.37685511418695,70.15639312617694,,,-24.156393126176937,-18.376855114186952
2534,1,50.0,84.69499170581142,90.4745297178014,,,-40.4745297178014,-34.69499170581142
2536,1,95.0,67.65690142441215,73.43643943640214,,,21.56356056359786,27.343098575587845
2538,1,90.0,,,,,,
2544,1,67.0,103.45764152868111,109.2371795406711,,,-42.23717954067109,-36.45764152868111
2548,1,88.0,89.66559140101437,95.44512941300435,,,-7.445129413004352,-1.6655914010143675
2550,1,96.0,81.43115178962672,87.21068980161671,,,8.78931019838329,14.568848210373275
2551,1,182.0,75.33131687273823,81.11085488472821,,,100.88914511527179,106.66868312726177
2555,1,63.0,,,,,,
2557,1,94.0,114.52229403454777,120.30183204653775,,,-26.301832046537754,-20.52229403454777
2562,1,73.0,,,,,,
2565,1,71.0,89.11232206093356,94.89186007292355,,,-23.89186007292355,-18.112322060933565
2570,1,91.0,66.75724676512863,72.53678477711861,,,18.463215222881388,24.242753234871373
2573,1,93.0,73.98679289122033,79.76633090321032,,,13.233669096789683,19.013207108779667
2574,1,199.0,116.79684022350293,122.57637823549291,,,76.42362176450709,82.20315977649707
2577,1,68.0,68.49553170491207,74.27506971690205,,,-6.275069716902053,-0.495531704912068
2581,1,92.0,,,,,,
2582,1,128.0,,,,,,
2584,1,64.0,134.9227098657084,140.7022478776984,,,-76.7022478776984,-70.92270986570841
2586,1,98.0,,,,,,
2587,1,158.0,,,,,,
2592,1,102.0,79.96003897399942,85.7395769859894,,,16.2604230140106,22.039961026000583
2594,1,76.0,,,,,,
2609,1,61.0,93.91548590278792,99.6950239147779,,,-38.695023914777906,-32.91548590278792
2611,1,72.0,96.63153662719417,102.41107463918415,,,-30.41107463918415,-24.631536627194166
2613,1,63.0,55.6137960635863,61.393334075576284,,,1.6066659244237158,7.3862039364137
